pwsid,total_violations_12m,total_violations_36m,total_violations_60m,health_based_violations_36m,monitoring_reporting_violations_36m,repeat_violation_count_60m,max_violation_severity,days_since_last_violation,returned_to_compliance_flag,open_violation_flag,violation_trend_direction,compliance_risk_component
OH1839712,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH1839912,0,0,0,0,0,0,0.0,3672.0,False,False,stable_or_none,0.0
OH1840012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1840112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1840212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH1840312,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH1840412,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH1840512,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH1840612,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH1840812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1840912,0,0,0,0,0,0,0.0,6655.0,False,False,stable_or_none,0.0
OH1841012,0,3,3,0,1,0,55.0,572.0,True,True,increasing,51.75
OH1841113,0,2,2,1,1,0,85.0,612.0,True,False,increasing,46.25
OH1841117,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1900012,1,1,2,0,1,0,35.0,354.0,False,True,stable_or_none,36.75
OH1900112,0,2,2,1,1,0,85.0,612.0,True,False,increasing,46.25
OH1900212,0,1,2,0,0,0,35.0,538.0,True,True,stable_or_none,33.75
OH1900312,0,0,0,0,0,0,0.0,14558.0,False,False,stable_or_none,0.0
OH1900412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1900512,2,2,2,0,1,0,55.0,186.0,False,True,increasing,46.75
OH1900612,0,0,0,0,0,0,0.0,8207.0,False,False,stable_or_none,0.0
OH1900714,0,0,1,0,0,0,55.0,1632.0,True,False,decreasing,13.75
OH1900812,0,1,1,0,0,0,25.0,690.0,False,True,increasing,31.25
OH1900912,2,6,6,1,2,2,100.0,240.0,True,True,increasing,100.0
OH1901012,0,1,1,0,0,0,25.0,572.0,True,False,increasing,11.25
OH1901112,2,2,2,2,0,2,100.0,285.0,False,True,increasing,87.0
OH1901212,1,2,3,0,0,2,25.0,355.0,False,True,increasing,44.25
OH1901312,1,1,1,0,1,0,35.0,354.0,False,True,increasing,36.75
OH1901412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1901512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1901612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930112,0,0,0,0,0,0,0.0,7660.0,False,False,stable_or_none,0.0
OH1930212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930412,0,0,0,0,0,0,0.0,4646.0,False,False,stable_or_none,0.0
OH1930512,0,0,0,0,0,0,0.0,4615.0,False,False,stable_or_none,0.0
OH1930612,0,0,0,0,0,0,0.0,6016.0,False,False,stable_or_none,0.0
OH1930712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1930912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931012,0,0,0,0,0,0,0.0,5103.0,False,False,stable_or_none,0.0
OH1931112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931212,0,0,0,0,0,0,0.0,5103.0,False,False,stable_or_none,0.0
OH1931312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931512,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH1931612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931712,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH1931812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1931912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932012,0,0,0,0,0,0,0.0,10398.0,False,False,stable_or_none,0.0
OH1932112,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH1932212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932512,0,0,0,0,0,0,0.0,4919.0,False,False,stable_or_none,0.0
OH1932612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1932912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933212,0,1,1,0,1,0,55.0,567.0,True,False,increasing,21.75
OH1933312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933512,0,0,0,0,0,0,0.0,7386.0,False,False,stable_or_none,0.0
OH1933612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933712,0,0,0,0,0,0,0.0,6016.0,False,False,stable_or_none,0.0
OH1933812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1933912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934012,0,0,0,0,0,0,0.0,7111.0,False,False,stable_or_none,0.0
OH1934112,0,3,7,0,2,6,55.0,597.0,True,True,decreasing,78.75
OH1934212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934712,0,0,0,0,0,0,0.0,8025.0,False,False,stable_or_none,0.0
OH1934812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1934912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935212,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH1935312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935712,0,0,0,0,0,0,0.0,7203.0,False,False,stable_or_none,0.0
OH1935812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1935912,0,0,0,0,0,0,0.0,2181.0,False,False,stable_or_none,0.0
OH1936012,0,0,0,0,0,0,0.0,6015.0,False,False,stable_or_none,0.0
OH1936112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1936812,0,0,0,0,0,0,0.0,7295.0,False,False,stable_or_none,0.0
OH1936912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937312,0,0,0,0,0,0,0.0,5469.0,False,False,stable_or_none,0.0
OH1937412,0,2,2,0,1,0,55.0,708.0,True,True,increasing,46.75
OH1937512,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH1937612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1937912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938412,0,0,0,0,0,0,0.0,7841.0,False,False,stable_or_none,0.0
OH1938512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938712,0,3,3,1,2,2,90.0,902.0,True,False,increasing,63.5
OH1938812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1938912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939012,0,0,0,0,0,0,0.0,8756.0,False,False,stable_or_none,0.0
OH1939112,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH1939212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939612,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH1939712,0,0,0,0,0,0,0.0,4738.0,False,False,stable_or_none,0.0
OH1939812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1939912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940012,0,0,0,0,0,0,0.0,3916.0,False,False,stable_or_none,0.0
OH1940112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940212,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH1940312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940612,0,0,0,0,0,0,0.0,8756.0,False,False,stable_or_none,0.0
OH1940712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1940812,0,0,0,0,0,0,0.0,2858.0,False,False,stable_or_none,0.0
OH1940912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941512,0,0,1,0,0,0,55.0,1267.0,True,False,decreasing,13.75
OH1941612,0,0,0,0,0,0,0.0,3824.0,False,False,stable_or_none,0.0
OH1941712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1941912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1942012,0,0,0,0,0,0,0.0,3368.0,False,False,stable_or_none,0.0
OH1942112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1942212,0,0,0,0,0,0,0.0,4281.0,False,False,stable_or_none,0.0
OH1942312,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH1942412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1942512,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH1942612,0,0,0,0,0,0,0.0,3107.0,False,False,stable_or_none,0.0
OH1942712,1,3,3,0,3,3,55.0,293.0,True,False,increasing,49.75
OH1942812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1942912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1943012,0,0,0,0,0,0,0.0,6472.0,False,False,stable_or_none,0.0
OH1943112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1943212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1943312,0,0,0,0,0,0,0.0,6655.0,False,False,stable_or_none,0.0
OH1943412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1943512,0,4,4,0,2,4,55.0,378.0,True,True,increasing,75.75
OH1943612,0,0,0,0,0,0,0.0,10125.0,False,False,stable_or_none,0.0
OH1943712,0,1,1,0,1,0,55.0,902.0,True,False,increasing,21.75
OH1943812,0,0,0,0,0,0,0.0,5772.0,False,False,stable_or_none,0.0
OH1943912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944012,0,0,0,0,0,0,0.0,7386.0,False,False,stable_or_none,0.0
OH1944112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944412,0,0,0,0,0,0,0.0,6046.0,False,False,stable_or_none,0.0
OH1944512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1944912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1945012,0,0,1,0,0,0,55.0,1732.0,False,True,decreasing,33.75
OH1945112,0,0,0,0,0,0,0.0,10308.0,False,False,stable_or_none,0.0
OH1945212,0,1,1,0,1,0,55.0,994.0,True,False,increasing,21.75
OH1945312,0,0,0,0,0,0,0.0,5346.0,False,False,stable_or_none,0.0
OH1945412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1945512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1945612,0,0,0,0,0,0,0.0,3458.0,False,False,stable_or_none,0.0
OH1945712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1945812,0,0,0,0,0,0,0.0,3824.0,False,False,stable_or_none,0.0
OH1945912,0,0,0,0,0,0,0.0,5377.0,False,False,stable_or_none,0.0
OH1946012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1946112,0,0,0,0,0,0,0.0,5100.0,False,False,stable_or_none,0.0
OH1946212,0,0,2,0,0,0,55.0,1547.0,True,True,decreasing,33.75
OH1946312,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH1946412,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH1946512,0,0,0,0,0,0,0.0,11313.0,False,False,stable_or_none,0.0
OH1946712,0,0,0,0,0,0,0.0,7476.0,False,False,stable_or_none,0.0
OH1946812,0,0,0,0,0,0,0.0,11859.0,False,False,stable_or_none,0.0
OH1946912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1947012,0,0,0,0,0,0,0.0,4615.0,False,False,stable_or_none,0.0
OH1947112,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH1947212,0,0,0,0,0,0,0.0,1876.0,False,False,stable_or_none,0.0
OH1947512,0,0,0,0,0,0,0.0,4008.0,False,False,stable_or_none,0.0
OH1947612,0,0,0,0,0,0,0.0,8482.0,False,False,stable_or_none,0.0
OH1947812,0,0,0,0,0,0,0.0,3519.0,False,False,stable_or_none,0.0
OH1947912,0,0,0,0,0,0,0.0,2912.0,False,False,stable_or_none,0.0
OH1948012,0,1,1,0,1,0,55.0,536.0,True,False,increasing,21.75
OH1948212,0,0,0,0,0,0,0.0,8482.0,False,False,stable_or_none,0.0
OH1948312,0,0,0,0,0,0,0.0,2242.0,False,False,stable_or_none,0.0
OH1948512,0,0,0,0,0,0,0.0,7933.0,False,False,stable_or_none,0.0
OH1948612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1948712,0,0,0,0,0,0,0.0,4373.0,False,False,stable_or_none,0.0
OH1948812,0,0,0,0,0,0,0.0,6655.0,False,False,stable_or_none,0.0
OH1948912,0,0,0,0,0,0,0.0,4615.0,False,False,stable_or_none,0.0
OH1949012,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH1949112,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH1949212,0,0,0,0,0,0,0.0,2202.0,False,False,stable_or_none,0.0
OH1949312,0,0,0,0,0,0,0.0,5560.0,False,False,stable_or_none,0.0
OH1949412,0,0,0,0,0,0,0.0,5469.0,False,False,stable_or_none,0.0
OH1949512,0,0,0,0,0,0,0.0,4281.0,False,False,stable_or_none,0.0
OH1949612,0,0,0,0,0,0,0.0,7568.0,False,False,stable_or_none,0.0
OH1949912,0,1,1,0,1,0,55.0,720.0,False,False,increasing,21.75
OH1950012,0,0,0,0,0,0,0.0,2858.0,False,False,stable_or_none,0.0
OH1950112,0,1,2,0,1,2,55.0,720.0,True,False,stable_or_none,29.75
OH1950212,0,0,0,0,0,0,0.0,8937.0,False,False,stable_or_none,0.0
OH1950312,0,2,4,0,1,2,55.0,604.0,True,True,stable_or_none,54.75
OH1950512,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH1950613,0,0,2,0,0,2,55.0,1359.0,True,False,decreasing,21.75
OH1950614,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950615,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950616,0,0,0,0,0,0,0.0,3580.0,False,False,stable_or_none,0.0
OH1950617,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950618,0,1,1,0,1,0,55.0,994.0,True,False,increasing,21.75
OH1950619,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950620,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950621,0,2,4,0,1,2,85.0,542.0,True,False,stable_or_none,42.25
OH1950622,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950623,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950624,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950625,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH1950626,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2000012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2000111,0,0,5,0,0,5,90.0,1451.0,True,False,decreasing,42.5
OH2000212,3,7,8,0,5,4,55.0,214.0,True,True,increasing,99.75
OH2000312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2000412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2000512,1,5,6,1,2,2,85.0,354.0,True,True,increasing,92.25
OH2000612,0,0,0,0,0,0,0.0,12621.0,False,False,stable_or_none,0.0
OH2000712,0,0,1,0,0,0,25.0,1263.0,True,False,decreasing,6.25
OH2000812,0,0,0,0,0,0,0.0,9486.0,False,False,stable_or_none,0.0
OH2000903,0,1,6,0,0,5,90.0,690.0,True,False,decreasing,47.5
OH2001003,0,1,4,0,0,3,90.0,690.0,True,False,decreasing,39.5
OH2001103,0,0,4,0,0,3,90.0,1542.0,True,False,decreasing,34.5
OH2001203,0,0,7,0,0,6,90.0,1359.0,True,False,decreasing,46.5
OH2001303,0,0,1,0,0,0,55.0,1632.0,True,False,decreasing,13.75
OH2001403,0,0,7,0,0,6,90.0,1359.0,True,False,decreasing,46.5
OH2030012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030412,0,0,0,0,0,0,0.0,11313.0,False,False,stable_or_none,0.0
OH2030512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2030812,0,0,0,0,0,0,0.0,3812.0,False,False,stable_or_none,0.0
OH2030912,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH2031012,0,0,0,0,0,0,0.0,2912.0,False,False,stable_or_none,0.0
OH2031112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2031212,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH2031312,0,0,0,0,0,0,0.0,9760.0,False,False,stable_or_none,0.0
OH2031412,0,2,2,0,2,0,55.0,625.0,True,False,increasing,29.75
OH2031512,0,0,0,0,0,0,0.0,8299.0,False,False,stable_or_none,0.0
OH2031612,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH2031712,0,0,0,0,0,0,0.0,11678.0,False,False,stable_or_none,0.0
OH2031812,0,0,0,0,0,0,0.0,5469.0,False,False,stable_or_none,0.0
OH2031912,0,0,0,0,0,0,0.0,9394.0,False,False,stable_or_none,0.0
OH2032012,0,0,0,0,0,0,0.0,5925.0,False,False,stable_or_none,0.0
OH2032112,0,0,0,0,0,0,0.0,7295.0,False,False,stable_or_none,0.0
OH2032212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2032312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2032412,0,0,0,0,0,0,0.0,2272.0,False,False,stable_or_none,0.0
OH2032512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2032612,1,1,1,0,1,0,55.0,355.0,True,False,increasing,21.75
OH2032712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2032812,0,0,0,0,0,0,0.0,10398.0,False,False,stable_or_none,0.0
OH2032912,0,0,0,0,0,0,0.0,2185.0,False,False,stable_or_none,0.0
OH2033012,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH2033112,0,0,0,0,0,0,0.0,6199.0,False,False,stable_or_none,0.0
OH2033212,0,0,0,0,0,0,0.0,9394.0,False,False,stable_or_none,0.0
OH2033312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2033412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2033512,0,0,0,0,0,0,0.0,9029.0,False,False,stable_or_none,0.0
OH2033612,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH2033712,0,0,0,0,0,0,0.0,9760.0,False,False,stable_or_none,0.0
OH2033812,0,0,0,0,0,0,0.0,7933.0,False,False,stable_or_none,0.0
OH2033912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034012,0,0,0,0,0,0,0.0,8937.0,False,False,stable_or_none,0.0
OH2034112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034312,0,0,0,0,0,0,0.0,3916.0,False,False,stable_or_none,0.0
OH2034412,0,0,0,0,0,0,0.0,4008.0,False,False,stable_or_none,0.0
OH2034512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2034912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2035012,0,0,0,0,0,0,0.0,11769.0,False,False,stable_or_none,0.0
OH2035112,0,0,0,0,0,0,0.0,11769.0,False,False,stable_or_none,0.0
OH2035212,0,0,0,0,0,0,0.0,9029.0,False,False,stable_or_none,0.0
OH2035412,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH2035512,0,0,0,0,0,0,0.0,8937.0,False,False,stable_or_none,0.0
OH2035612,0,0,0,0,0,0,0.0,9029.0,False,False,stable_or_none,0.0
OH2035712,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH2035812,0,0,0,0,0,0,0.0,7841.0,False,False,stable_or_none,0.0
OH2035912,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH2036012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2036112,0,0,0,0,0,0,0.0,3550.0,False,False,stable_or_none,0.0
OH2036212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2036312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2036412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2036413,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100011,0,0,0,0,0,0,0.0,1990.0,False,False,stable_or_none,0.0
OH2100111,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100211,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100221,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100311,1,1,1,0,1,0,35.0,354.0,False,True,increasing,36.75
OH2100412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100512,0,0,0,0,0,0,0.0,12043.0,False,False,stable_or_none,0.0
OH2100612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100711,0,0,0,0,0,0,0.0,6655.0,False,False,stable_or_none,0.0
OH2100811,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2100912,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH2101011,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2101014,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2101111,0,0,0,0,0,0,0.0,7751.0,False,False,stable_or_none,0.0
OH2101203,0,0,0,0,0,0,0.0,2357.0,False,False,stable_or_none,0.0
OH2101212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2101303,0,0,0,0,0,0,0.0,2328.0,False,False,stable_or_none,0.0
OH2101403,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2101412,0,0,0,0,0,0,0.0,4554.0,False,False,stable_or_none,0.0
OH2101503,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2101603,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2130012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2130112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2130212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2130312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH2130412,0,0,0,0,0,0,0.0,10125.0,False,False,stable_or_none,0.0
OH2130512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
