pwsid,total_violations_12m,total_violations_36m,total_violations_60m,health_based_violations_36m,monitoring_reporting_violations_36m,repeat_violation_count_60m,max_violation_severity,days_since_last_violation,returned_to_compliance_flag,open_violation_flag,violation_trend_direction,compliance_risk_component
OH0330112,0,1,1,0,1,0,55.0,536.0,False,False,increasing,21.75
OH0330212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0330312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0330912,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0331012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331212,0,0,0,0,0,0,0.0,11586.0,False,False,stable_or_none,0.0
OH0331312,0,0,0,0,0,0,0.0,7295.0,False,False,stable_or_none,0.0
OH0331412,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH0331512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0331912,0,0,0,0,0,0,0.0,9668.0,False,False,stable_or_none,0.0
OH0332012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332212,0,0,0,0,0,0,0.0,11586.0,False,False,stable_or_none,0.0
OH0332312,0,0,0,0,0,0,0.0,11859.0,False,False,stable_or_none,0.0
OH0332408,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332612,0,0,1,0,0,0,55.0,1724.0,False,False,decreasing,13.75
OH0332712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0332908,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333112,0,0,0,0,0,0,0.0,6380.0,False,False,stable_or_none,0.0
OH0333212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333311,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0333912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0334012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0334112,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH0334212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0334312,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH0334412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0334512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0334612,0,0,0,0,0,0,0.0,4920.0,False,False,stable_or_none,0.0
OH0334712,0,0,0,0,0,0,0.0,8572.0,False,False,stable_or_none,0.0
OH0334812,0,0,0,0,0,0,0.0,4099.0,False,False,stable_or_none,0.0
OH0334912,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0335012,1,1,1,0,1,0,35.0,355.0,True,False,increasing,16.75
OH0335112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0335212,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH0335312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0335412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0335512,0,0,0,0,0,0,0.0,8299.0,False,False,stable_or_none,0.0
OH0335612,0,0,0,0,0,0,0.0,10125.0,False,False,stable_or_none,0.0
OH0335712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0335812,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH0335912,0,0,0,0,0,0,0.0,2332.0,False,False,stable_or_none,0.0
OH0336012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0336111,0,0,0,0,0,0,0.0,11739.0,False,False,stable_or_none,0.0
OH0336112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0336212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0336312,0,0,0,0,0,0,0.0,4099.0,False,False,stable_or_none,0.0
OH0336412,0,0,0,0,0,0,0.0,9212.0,False,False,stable_or_none,0.0
OH0336512,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0336612,0,0,0,0,0,0,0.0,3733.0,False,False,stable_or_none,0.0
OH0336712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0336812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0336912,0,1,1,0,1,0,35.0,796.0,True,False,increasing,16.75
OH0337012,0,1,1,0,1,0,35.0,796.0,True,False,increasing,16.75
OH0337112,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0337212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0337312,0,0,0,0,0,0,0.0,6015.0,False,False,stable_or_none,0.0
OH0337412,0,0,0,0,0,0,0.0,2181.0,False,False,stable_or_none,0.0
OH0337512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0337612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0337712,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0337812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0337912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0338012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0338122,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0338212,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH0338312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0338412,0,2,2,1,1,0,85.0,612.0,True,False,increasing,46.25
OH0338512,0,0,0,0,0,0,0.0,9668.0,False,False,stable_or_none,0.0
OH0338612,0,0,0,0,0,0,0.0,4646.0,False,False,stable_or_none,0.0
OH0338712,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH0338812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0338911,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339012,0,1,1,0,1,0,55.0,1086.0,False,False,increasing,21.75
OH0339112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339512,0,1,2,0,1,0,55.0,842.0,True,False,stable_or_none,21.75
OH0339612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339712,0,0,0,0,0,0,0.0,1948.0,False,False,stable_or_none,0.0
OH0339812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0339912,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0340012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0340112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0340212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0340312,0,0,0,0,0,0,0.0,2272.0,False,False,stable_or_none,0.0
OH0340512,0,0,0,0,0,0,0.0,8756.0,False,False,stable_or_none,0.0
OH0340612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0340712,0,0,0,0,0,0,0.0,5103.0,False,False,stable_or_none,0.0
OH0340812,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH0340912,0,0,0,0,0,0,0.0,7386.0,False,False,stable_or_none,0.0
OH0341012,0,0,0,0,0,0,0.0,7386.0,False,False,stable_or_none,0.0
OH0341112,0,0,0,0,0,0,0.0,7386.0,False,False,stable_or_none,0.0
OH0341212,0,0,0,0,0,0,0.0,6564.0,False,False,stable_or_none,0.0
OH0341312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0341412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0341512,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0341612,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH0341712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0341812,0,0,0,0,0,0,0.0,4008.0,False,False,stable_or_none,0.0
OH0341912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342012,0,0,0,0,0,0,0.0,5834.0,False,False,stable_or_none,0.0
OH0342112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342212,0,0,0,0,0,0,0.0,5285.0,False,False,stable_or_none,0.0
OH0342312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0342812,0,1,3,0,1,3,55.0,811.0,True,False,decreasing,33.75
OH0342912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0343012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0343112,0,0,0,0,0,0,0.0,2912.0,False,False,stable_or_none,0.0
OH0343212,0,0,0,0,0,0,0.0,11494.0,False,False,stable_or_none,0.0
OH0343312,0,0,0,0,0,0,0.0,11494.0,False,False,stable_or_none,0.0
OH0343412,0,0,0,0,0,0,0.0,11951.0,False,False,stable_or_none,0.0
OH0343512,0,0,0,0,0,0,0.0,8725.0,False,False,stable_or_none,0.0
OH0343612,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH0343708,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0343812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0343912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344012,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH0344112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344113,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344312,0,3,3,0,2,0,55.0,455.0,True,False,increasing,34.75
OH0344412,0,0,0,0,0,0,0.0,9486.0,False,False,stable_or_none,0.0
OH0344512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344612,0,0,0,0,0,0,0.0,3733.0,False,False,stable_or_none,0.0
OH0344712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0344912,0,0,0,0,0,0,0.0,9212.0,False,False,stable_or_none,0.0
OH0345012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0345112,0,0,0,0,0,0,0.0,8116.0,False,False,stable_or_none,0.0
OH0345212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0345312,0,0,0,0,0,0,0.0,3733.0,False,False,stable_or_none,0.0
OH0345412,0,0,0,0,0,0,0.0,2089.0,False,False,stable_or_none,0.0
OH0345512,2,2,3,1,0,2,85.0,265.0,True,True,increasing,71.25
OH0345612,0,0,0,0,0,0,0.0,8207.0,False,False,stable_or_none,0.0
OH0345712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0345912,0,0,1,0,0,0,55.0,1754.0,True,False,decreasing,13.75
OH0346012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0346112,0,0,0,0,0,0,0.0,4646.0,False,False,stable_or_none,0.0
OH0346114,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0346115,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0346116,0,0,0,0,0,0,0.0,2363.0,False,False,stable_or_none,0.0
OH0346117,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0346118,0,0,0,0,0,0,0.0,1997.0,False,False,stable_or_none,0.0
OH0346119,0,2,2,0,2,0,55.0,446.0,True,False,increasing,29.75
OH0346120,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0346121,0,23,26,0,22,0,55.0,811.0,True,False,increasing,100.0
OH0400012,1,2,4,0,0,4,25.0,186.0,False,True,stable_or_none,52.25
OH0400112,0,0,0,0,0,0,0.0,6502.0,False,False,stable_or_none,0.0
OH0400212,0,1,3,0,0,3,25.0,992.0,True,False,decreasing,23.25
OH0400312,0,0,0,0,0,0,0.0,10339.0,False,False,stable_or_none,0.0
OH0400314,0,0,0,0,0,0,0.0,14417.0,False,False,stable_or_none,0.0
OH0400411,1,1,2,0,1,0,55.0,354.0,False,True,stable_or_none,41.75
OH0400512,1,7,11,0,4,9,100.0,228.0,True,True,increasing,100.0
OH0400611,1,3,3,0,2,0,35.0,354.0,True,True,increasing,49.75
OH0400711,0,1,1,0,0,0,25.0,892.0,False,True,increasing,31.25
OH0400803,1,1,1,0,1,0,35.0,263.0,False,True,increasing,36.75
OH0400811,0,0,0,0,0,0,0.0,14842.0,False,False,stable_or_none,0.0
OH0400911,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0401012,0,0,0,0,0,0,0.0,2084.0,False,False,stable_or_none,0.0
OH0401111,1,13,17,1,9,15,100.0,355.0,True,True,increasing,100.0
OH0401212,0,0,0,0,0,0,0.0,7568.0,False,False,stable_or_none,0.0
OH0401312,0,0,0,0,0,0,0.0,6411.0,False,False,stable_or_none,0.0
OH0401412,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH0401512,0,0,0,0,0,0,0.0,5072.0,False,False,stable_or_none,0.0
OH0401712,1,2,2,0,1,0,35.0,354.0,False,True,increasing,41.75
OH0401812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430012,1,1,1,0,1,0,55.0,263.0,False,False,increasing,21.75
OH0430112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430312,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH0430412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430712,0,5,5,1,3,3,90.0,416.0,False,False,increasing,80.5
OH0430812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0430912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431212,0,0,0,0,0,0,0.0,9486.0,False,False,stable_or_none,0.0
OH0431312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0431612,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0431712,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0431812,0,0,0,0,0,0,0.0,2092.0,False,False,stable_or_none,0.0
OH0431912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432012,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0432013,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432212,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0432312,0,0,0,0,0,0,0.0,2092.0,False,False,stable_or_none,0.0
OH0432412,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0432512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432712,0,0,0,0,0,0,0.0,10673.0,False,False,stable_or_none,0.0
OH0432812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0432912,0,0,0,0,0,0,0.0,2129.0,False,False,stable_or_none,0.0
OH0433012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0433112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0433212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0433312,0,0,0,0,0,0,0.0,9760.0,False,False,stable_or_none,0.0
OH0433412,0,0,1,0,0,0,35.0,1115.0,True,False,decreasing,8.75
OH0433422,0,0,0,0,0,0,0.0,7568.0,False,False,stable_or_none,0.0
OH0433512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0433612,0,0,0,0,0,0,0.0,3521.0,False,False,stable_or_none,0.0
OH0433712,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH0433819,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0433912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0434012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0434112,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH0434212,0,0,0,0,0,0,0.0,11494.0,False,False,stable_or_none,0.0
OH0434312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0434412,0,1,2,0,1,0,55.0,443.0,True,False,stable_or_none,21.75
OH0434512,0,0,0,0,0,0,0.0,11494.0,False,False,stable_or_none,0.0
OH0434612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0434712,0,3,3,0,2,2,55.0,720.0,True,True,increasing,62.75
OH0434812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0434912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0435012,0,0,0,0,0,0,0.0,8482.0,False,False,stable_or_none,0.0
OH0435112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0435212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0435312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0435412,0,0,1,0,0,0,25.0,1805.0,False,True,decreasing,26.25
OH0435512,0,0,1,0,0,0,25.0,1805.0,False,True,decreasing,26.25
OH0435612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0435712,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH0435812,0,0,0,0,0,0,0.0,9182.0,False,False,stable_or_none,0.0
OH0435912,0,0,0,0,0,0,0.0,5103.0,False,False,stable_or_none,0.0
OH0436012,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0436112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0436212,0,0,2,0,0,0,55.0,1576.0,True,False,decreasing,13.75
OH0436312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0436412,1,1,1,0,1,0,55.0,207.0,True,False,increasing,21.75
OH0436512,0,0,0,0,0,0,0.0,10673.0,False,False,stable_or_none,0.0
OH0436612,0,0,0,0,0,0,0.0,10673.0,False,False,stable_or_none,0.0
OH0436712,0,0,0,0,0,0,0.0,2272.0,False,False,stable_or_none,0.0
OH0436812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0436912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437112,0,1,2,0,1,0,55.0,1086.0,True,False,stable_or_none,21.75
OH0437212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0437312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0437912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438012,0,1,2,0,0,0,55.0,827.0,True,False,stable_or_none,18.75
OH0438112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438212,0,0,0,0,0,0,0.0,6380.0,False,False,stable_or_none,0.0
OH0438312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438512,0,0,0,0,0,0,0.0,6380.0,False,False,stable_or_none,0.0
OH0438612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0438912,0,0,1,0,0,0,25.0,1787.0,False,True,decreasing,26.25
OH0439012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0439112,0,1,3,0,0,2,35.0,1003.0,True,True,decreasing,41.75
OH0439212,0,1,3,0,0,2,35.0,1003.0,True,True,decreasing,41.75
OH0439312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0439412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0439512,0,0,0,0,0,0,0.0,2996.0,False,False,stable_or_none,0.0
OH0439612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0439712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0439812,0,2,2,0,1,0,35.0,717.0,True,False,increasing,21.75
OH0439912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440312,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH0440412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0440919,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441212,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH0441312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441712,0,0,0,0,0,0,0.0,5560.0,False,False,stable_or_none,0.0
OH0441812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0441912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442012,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH0442112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442212,0,0,0,0,0,0,0.0,6015.0,False,False,stable_or_none,0.0
OH0442312,0,1,2,0,1,0,55.0,536.0,True,False,stable_or_none,21.75
OH0442412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442612,0,0,0,0,0,0,0.0,7111.0,False,False,stable_or_none,0.0
OH0442712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442812,0,2,5,0,1,2,55.0,597.0,True,True,decreasing,54.75
OH0442912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0442917,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443111,0,0,0,0,0,0,0.0,3550.0,False,False,stable_or_none,0.0
OH0443212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443511,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0443812,0,0,0,0,0,0,0.0,12712.0,False,False,stable_or_none,0.0
OH0443912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0444012,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0444112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0444212,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH0444312,2,3,4,0,2,3,55.0,239.0,True,True,increasing,66.75
OH0444412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0444512,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH0444612,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH0444712,0,0,0,0,0,0,0.0,3458.0,False,False,stable_or_none,0.0
OH0444812,0,0,0,0,0,0,0.0,3355.0,False,False,stable_or_none,0.0
OH0445012,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH0445112,0,0,0,0,0,0,0.0,8756.0,False,False,stable_or_none,0.0
OH0445212,0,0,0,0,0,0,0.0,9668.0,False,False,stable_or_none,0.0
OH0445312,2,3,4,0,2,3,55.0,239.0,True,True,increasing,66.75
OH0445512,0,0,0,0,0,0,0.0,8664.0,False,False,stable_or_none,0.0
OH0445612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0445712,0,0,0,0,0,0,0.0,4008.0,False,False,stable_or_none,0.0
OH0445912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0446012,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH0446112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
