pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH7448912,58.39161132075472,27.116611320754718,74.75,59,3,0,0,57
OH1204212,47.87857735849056,26.053577358490564,46.75,52,2,0,0,1660
OH6200712,24.1,24.1,0.0,0,0,0,0,1421
OH7540312,64.5869,19.8869,100.0,98,6,0,0,100
OH3849312,61.64704528301887,23.47204528301887,86.75,81,5,0,0,120
OH2601212,38.095,26.17,23.25,33,1,0,1,180
OH3332312,27.890673584905663,27.890673584905663,0.0,0,0,0,0,65
OH1900112,19.592571698113208,19.592571698113208,0.0,0,0,0,1,2100
OH4549412,20.270678301886793,20.270678301886793,0.0,0,0,0,0,95
OH7932812,40.901320754716984,24.401320754716984,39.5,31,1,1,0,70
OH2343212,58.884554716981135,19.059554716981133,88.75,88,7,0,0,84
OH2958512,34.43954716981132,18.389547169811323,39.5,28,1,1,0,145
OH7047612,35.707411320754716,25.732411320754718,21.75,23,1,0,0,114
OH1232712,28.553577358490564,28.553577358490564,0.0,0,0,0,0,222
OH5532412,38.48626415094339,16.811264150943394,47.75,49,4,0,0,151
OH8600912,21.990272641509435,19.365272641509435,6.25,5,0,0,1,4280
OH5045012,34.692139622641506,27.56713962264151,21.25,5,0,0,0,108
OH1200312,35.87857735849056,29.053577358490564,11.25,23,1,0,0,241
OH3240112,39.632999999999996,27.708,21.75,36,2,0,0,43
OH6600012,58.20572830188679,29.030728301886793,65.25,64,3,0,0,434
OH7542412,63.8369,19.8869,100.0,93,7,0,0,85
OH7601503,62.0328641509434,19.507864150943398,93.25,97,4,1,0,1606
OH7433212,37.091611320754716,27.116611320754718,21.75,23,1,0,0,100
OH3900011,34.97834716981132,16.75334716981132,39.25,43,1,0,0,8236
OH4342117,18.0877320754717,18.0877320754717,0.0,0,0,0,0,141
OH7743612,29.030294339622642,24.005294339622644,16.75,0,0,0,1,50
OH7784112,24.005294339622644,24.005294339622644,0.0,0,0,0,1,175
OH3846112,32.097045283018865,20.47204528301887,29.75,18,1,0,0,881
OH3335715,67.19067358490565,27.890673584905663,100.0,62,4,4,0,233
OH6602303,47.95572830188679,28.530728301886793,44.25,41,2,0,0,91
OH2843212,17.19241886792453,17.19241886792453,0.0,0,0,0,1,50
OH7751222,33.980294339622645,24.005294339622644,21.75,23,1,0,0,240
OH1540812,42.7892320754717,25.3142320754717,46.75,23,2,0,0,25
OH3230412,43.233,27.708,29.75,44,2,0,0,180
OH7801312,40.96756981132076,26.342569811320757,34.75,28,2,0,0,62
OH8701912,59.249,28.124000000000002,72.75,62,4,0,0,270
OH8562712,51.274544339622636,23.599544339622643,66.75,51,2,0,0,453
OH8751612,34.149,27.624000000000002,21.75,0,1,0,0,105
OH3700312,47.49289056603773,25.667890566037734,54.75,36,3,0,0,35
OH6700322,40.87227169811321,22.272271698113208,62.0,0,1,1,0,150
OH7942112,37.82632075471699,24.401320754716984,26.75,36,2,0,0,25
OH1253214,35.528577358490566,25.553577358490564,21.75,23,1,0,0,1120
OH0301012,26.519475471698115,18.794475471698114,16.75,18,1,0,1,2641
OH5441512,59.221,24.945999999999998,69.75,89,4,0,0,208
OH6756912,24.397271698113208,18.772271698113208,13.75,10,0,0,1,1400
OH7003712,56.457411320754716,26.232411320754718,63.75,74,2,0,0,149
OH5047012,41.14213962264151,27.56713962264151,29.75,31,2,0,0,40
OH5048812,53.292139622641514,27.56713962264151,54.75,62,4,0,0,40
OH7300803,39.7387,31.1137,26.25,5,0,0,0,178
OH7301503,39.7387,31.1137,26.25,5,0,0,0,76
OH7301603,33.7387,31.1137,6.25,5,0,0,0,115
OH7301703,39.7387,31.1137,26.25,5,0,0,0,352
OH7302503,42.8887,31.1137,34.25,10,0,0,0,134
OH5442013,24.945999999999998,24.945999999999998,0.0,0,0,0,0,37
OH8535812,36.72454433962264,23.599544339622643,29.75,28,1,0,0,240
OH8536012,41.82454433962264,23.599544339622643,34.75,52,3,0,0,200
OH2867812,28.667418867924532,17.19241886792453,38.25,0,1,1,0,145
OH3800012,44.29704528301887,20.97204528301887,53.25,49,3,0,0,1896
OH8361412,46.37715849056604,16.00215849056604,70.75,61,2,0,0,100
OH4602612,34.97124716981132,20.64624716981132,29.75,36,2,0,0,53
OH5750312,28.895788679245285,28.895788679245285,0.0,0,0,0,0,50
OH7702512,49.03029433962264,24.505294339622644,58.75,46,2,0,0,410
OH8564714,43.02454433962264,23.599544339622643,46.75,36,2,0,0,150
OH2901712,40.56454716981132,15.889547169811323,65.75,33,2,0,0,1997
OH7500512,38.7619,17.3869,46.75,49,3,0,0,1462
OH7436612,45.79161132075472,27.116611320754718,46.75,31,2,0,0,25
OH2958717,18.389547169811323,18.389547169811323,0.0,0,0,0,1,211
OH6705512,22.272271698113208,22.272271698113208,0.0,0,0,0,0,122
OH6246212,33.875,26.6,21.75,5,1,0,0,78
OH6763812,34.89727169811321,21.772271698113208,29.75,28,1,0,0,69
OH6774212,46.89727169811321,21.772271698113208,49.75,68,2,0,0,301
OH3636812,24.54302641509434,24.54302641509434,0.0,0,0,0,0,100
OH5502703,16.936264150943394,14.311264150943396,6.25,5,0,0,0,521
OH1042112,22.855223584905662,22.855223584905662,0.0,0,0,0,0,25
OH0300512,42.419475471698114,21.794475471698114,48.25,41,2,0,0,80
OH5435912,34.171,24.945999999999998,21.75,18,1,0,0,200
OH5441012,41.446,24.945999999999998,38.5,33,1,0,0,45
OH7799947,24.005294339622644,24.005294339622644,0.0,0,0,0,0,60
OH1638012,28.554905660377358,28.554905660377358,0.0,0,0,0,1,200
OH6331312,58.099000000000004,24.274,62.75,100,4,0,0,524
OH5040112,68.2921396226415,27.56713962264151,95.75,80,5,0,0,96
OH7938012,30.926320754716983,24.401320754716984,21.75,0,1,0,0,60
OH7951712,59.876320754716986,24.401320754716984,79.75,77,4,0,0,40
OH7830912,26.342569811320757,26.342569811320757,0.0,0,0,0,0,242
OH8500612,29.724544339622643,21.099544339622643,26.25,5,0,0,0,3051
OH8503912,38.72454433962264,24.099544339622643,28.25,41,2,0,0,75
OH7799948,61.80529433962264,24.005294339622644,100.0,52,4,4,0,50
OH1134112,18.055865094339623,18.055865094339623,0.0,0,0,0,1,160
OH1137113,18.055865094339623,18.055865094339623,0.0,0,0,0,1,60
OH4547212,65.27067830188679,20.270678301886793,100.0,100,5,0,0,170
OH7700037,40.730294339622645,24.005294339622644,37.75,36,2,0,0,62
OH7708812,56.33029433962264,24.005294339622644,71.75,72,4,0,0,143
OH4843112,54.035,38.06,37.75,31,2,0,0,103
OH4846315,59.885000000000005,38.06,53.75,38,1,0,0,207
OH2853012,62.19241886792453,17.19241886792453,100.0,100,5,0,0,100
OH7232212,61.64558490566038,29.395584905660378,80.5,54,3,2,0,88
OH1036412,43.93022358490566,22.855223584905662,45.75,49,3,0,0,151
OH7701812,49.630294339622644,21.505294339622644,62.75,62,3,0,0,3068
OH3139924,26.89165283018868,26.89165283018868,0.0,0,0,0,0,25
OH3200812,38.933,28.208,19.25,33,1,0,0,30
OH0344312,26.169475471698114,21.294475471698114,13.75,5,0,0,0,34
OH3736712,48.642890566037735,25.167890566037734,57.75,41,2,0,0,100
OH1100312,63.55586509433962,18.555865094339623,100.0,100,7,0,0,42
OH7646412,41.1328641509434,22.007864150943398,49.75,28,1,0,1,30
OH8535212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8564212,40.774544339622636,23.599544339622643,49.75,15,1,0,0,50
OH8752612,37.599000000000004,27.624000000000002,21.75,23,1,0,0,270
OH7748012,41.480294339622645,24.005294339622644,46.75,23,2,0,0,160
OH7769412,24.005294339622644,24.005294339622644,0.0,0,0,0,0,260
OH7799937,24.005294339622644,24.005294339622644,0.0,0,0,0,0,300
OH2802211,18.44241886792453,17.69241886792453,0.0,5,0,0,1,120
OH5052012,37.54213962264151,27.56713962264151,21.75,23,1,0,0,175
OH7677662,28.532864150943396,22.007864150943398,21.75,0,1,0,0,27
OH6233212,26.6,26.6,0.0,0,0,0,0,27
OH4650312,49.02124716981132,20.14624716981132,69.75,53,1,0,0,253
OH5438512,38.971,24.945999999999998,41.75,10,0,0,0,100
OH8534012,40.92454433962264,23.599544339622643,34.75,46,2,0,0,200
OH2000111,65.05799999999999,20.058,100.0,100,7,7,0,16494
OH5747712,44.19578867924528,28.895788679245285,39.5,23,1,1,0,30
OH6789712,32.64727169811321,21.772271698113208,33.75,5,0,0,1,160
OH7770312,33.980294339622645,24.005294339622644,21.75,23,1,0,0,75
OH0342812,36.519475471698115,21.294475471698114,37.75,26,2,0,0,50
OH1231212,48.72857735849056,28.553577358490564,42.75,49,3,0,0,0
OH7704812,43.93029433962265,24.505294339622644,43.25,43,1,0,0,79
OH1562812,25.3142320754717,25.3142320754717,0.0,0,0,0,0,130
OH1600212,54.32990566037736,29.054905660377358,57.25,54,3,0,0,87
OH5501912,25.936264150943394,17.311264150943394,26.25,5,0,0,1,70
OH0301212,34.169475471698114,18.794475471698114,28.25,46,2,0,0,735
OH7604112,33.2328641509434,19.507864150943398,38.25,15,0,0,0,1957
OH7731619,35.480294339622645,24.005294339622644,26.75,23,2,0,0,200
OH7241212,70.42058490566038,29.395584905660378,87.75,98,5,0,0,156
OH1733912,40.693822641509435,22.768822641509434,41.75,36,2,0,0,100
OH2830412,17.19241886792453,17.19241886792453,0.0,0,0,0,1,169
OH7854812,26.342569811320757,26.342569811320757,0.0,0,0,0,0,200
OH3849012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,32
OH6700412,33.74727169811321,22.272271698113208,38.25,0,1,1,0,180
OH5442014,40.321,24.945999999999998,41.25,20,0,0,0,85
OH0242012,55.271,35.846000000000004,46.75,36,2,0,0,225
OH0253512,65.471,35.846000000000004,67.75,62,3,0,0,155
OH1563412,25.3142320754717,25.3142320754717,0.0,0,0,0,0,55
OH5043312,32.442139622641506,27.56713962264151,13.75,5,0,0,0,220
OH5043322,27.56713962264151,27.56713962264151,0.0,0,0,0,0,130
OH8100412,45.473,22.898,52.25,46,2,0,0,705
OH8500312,32.72454433962264,21.099544339622643,33.75,10,0,0,1,2171
OH7700038,69.00529433962265,24.005294339622644,100.0,100,12,0,0,75
OH8036512,16.9381858490566,16.9381858490566,0.0,0,0,0,1,44
OH3500112,36.778999999999996,23.954,31.25,23,1,0,0,1578
OH0200412,29.346,29.346,0.0,0,0,0,0,7101
OH5200212,36.021037735849056,15.396037735849056,49.75,38,1,0,1,58
OH1632512,44.979905660377355,25.554905660377358,46.75,36,2,0,0,3000
OH5701812,38.670788679245284,22.395788679245285,36.25,36,2,0,0,3995
OH2554603,38.95299245283019,25.67799245283019,44.25,0,2,0,0,1267
OH4701511,34.445967924528304,19.220967924528303,36.75,28,1,0,0,4802
OH5747312,44.19578867924528,28.895788679245285,39.5,23,1,1,0,130
OH5537712,16.811264150943394,16.811264150943394,0.0,0,0,0,1,71
OH5553212,16.811264150943394,16.811264150943394,0.0,0,0,0,1,145
OH5136712,46.87956037735849,29.40456037735849,41.75,33,2,0,0,100
OH7900512,41.32632075471699,21.901320754716984,44.25,41,2,0,0,1240
OH2800012,56.31741886792453,17.69241886792453,82.25,93,6,1,0,39
OH5831112,47.17058490566038,22.94558490566038,53.75,54,3,0,0,570
OH3901511,16.75334716981132,16.75334716981132,0.0,0,0,0,1,7099
OH6942812,24.704,24.704,0.0,0,0,0,0,195
OH7667212,31.9828641509434,22.007864150943398,21.75,23,1,0,0,70
OH0254914,51.146,35.846000000000004,39.5,23,1,1,0,41
OH8637312,35.840272641509436,25.865272641509435,21.75,23,1,0,0,40
OH0701303,46.172608490566034,23.747608490566037,51.75,46,2,0,0,315
OH4632012,40.321247169811315,20.14624716981132,42.75,49,3,0,0,200
OH4946320,59.02699905660377,19.276999056603774,100.0,65,5,4,0,223
OH1542312,44.739232075471705,25.3142320754717,46.75,36,2,0,0,50
OH1566112,44.739232075471705,25.3142320754717,46.75,36,2,0,0,30
OH7666912,62.432864150943395,22.007864150943398,84.75,100,7,0,0,150
OH8100112,39.623000000000005,22.898,41.75,28,1,0,0,1100
OH4941112,63.97699905660377,19.276999056603774,100.0,98,6,1,0,50
OH5702403,40.32078867924528,22.395788679245285,43.25,33,1,0,0,9000
OH3432112,67.51921509433963,26.569215094339626,86.5,100,1,0,0,175
OH7674412,53.332864150943394,22.507864150943398,76.75,52,5,0,0,32
OH7779412,24.005294339622644,24.005294339622644,0.0,0,0,0,0,40
OH7603912,36.6328641509434,22.007864150943398,41.25,15,0,0,0,50
OH7658512,31.9828641509434,22.007864150943398,21.75,23,1,0,0,38
OH5800412,40.02058490566038,23.44558490566038,38.75,33,1,0,0,671
OH3248312,39.833,28.208,24.75,28,1,0,0,340
OH7002112,26.232411320754718,26.232411320754718,0.0,0,0,0,0,51
OH3700612,43.19289056603773,18.667890566037734,54.75,54,3,0,0,6704
OH8533112,40.32454433962264,23.599544339622643,37.75,36,2,0,0,50
OH8546712,30.12454433962264,23.599544339622643,21.75,0,1,0,0,50
OH2133712,61.5393141509434,16.539314150943397,100.0,100,6,2,0,110
OH6738912,21.772271698113208,21.772271698113208,0.0,0,0,0,0,156
OH6400003,31.73740377358491,20.262403773584907,26.75,23,2,0,0,563
OH0301312,43.269475471698115,21.294475471698114,42.75,61,2,0,0,284
OH6100503,41.011890566037735,25.18689056603774,33.75,38,0,0,0,2368
OH1566514,25.3142320754717,25.3142320754717,0.0,0,0,0,0,60
OH1203712,47.278577358490566,29.053577358490564,46.75,28,1,0,0,100
OH3241312,53.43299999999999,27.708,61.75,48,1,0,0,126
OH3243112,34.233,27.708,21.75,0,1,0,0,155
OH7941312,54.17632075471698,24.401320754716984,73.75,51,2,0,0,100
OH0401712,25.140596226415095,25.140596226415095,0.0,0,0,0,0,5924
OH0700412,32.87260849056604,13.747608490566037,41.75,44,2,0,1,26822
OH6601412,35.85572830188679,29.030728301886793,11.25,23,1,0,0,51
OH4937712,53.251999056603765,16.276999056603774,90.75,65,6,0,0,2490
OH1036212,41.53022358490566,22.855223584905662,46.75,31,2,0,0,200
OH1201203,40.32857735849056,28.553577358490564,34.25,10,0,0,0,383
OH4801303,31.935000000000002,28.560000000000002,8.75,5,0,0,0,21618
OH3139412,38.81665283018868,26.89165283018868,21.75,36,2,0,0,200
OH6601803,44.95572830188679,25.530728301886793,44.25,41,2,0,0,873
OH7002212,38.65741132075472,19.232411320754718,44.25,41,2,0,0,4825
OH6759912,53.197271698113205,21.772271698113208,74.25,61,2,0,0,90
OH1734712,40.693822641509435,22.768822641509434,41.75,36,2,0,0,135
OH7400712,40.44161132075472,27.616611320754718,31.25,23,1,0,0,281
OH8400712,38.478374528301885,19.803374528301887,44.25,36,2,0,0,2744
OH0436412,31.6405962264151,31.6405962264151,0.0,0,0,0,0,112
OH1560512,56.5892320754717,25.3142320754717,75.75,57,4,0,0,126
OH3248614,50.733,27.708,54.75,44,3,0,0,33
OH1937412,22.092571698113208,22.092571698113208,0.0,0,0,0,0,50
OH5438612,40.92099999999999,24.945999999999998,37.75,31,2,0,0,70
OH2032612,29.558,29.558,0.0,0,0,0,0,130
OH7800712,49.117569811320756,26.842569811320757,44.75,59,3,0,0,95
OH6330912,55.399,27.274,62.75,62,4,0,0,312
OH7648312,22.007864150943398,22.007864150943398,0.0,0,0,0,0,55
OH3830912,35.09704528301887,23.47204528301887,33.75,10,0,0,0,44
OH7301203,36.7387,28.1137,26.25,5,0,0,0,537
OH7301303,36.7387,28.1137,26.25,5,0,0,0,845
OH2600011,64.17,19.17,100.0,100,6,6,0,5586
OH5549012,50.48626415094339,16.811264150943394,81.25,62,4,2,0,40
OH5143112,47.179560377358484,29.40456037735849,38.75,41,1,0,0,50
OH8601812,31.990272641509435,23.365272641509435,26.25,5,0,0,0,1760
OH6939512,34.679,24.704,21.75,23,1,0,0,150
OH4938212,64.27699905660377,19.276999056603774,100.0,100,15,0,0,50
OH8702503,40.949,28.124000000000002,31.25,23,1,0,0,400
OH1040812,36.28022358490566,22.855223584905662,26.75,36,2,0,0,65
OH7707312,37.33029433962264,24.505294339622644,31.25,23,1,0,0,120
OH7803712,38.617569811320756,26.842569811320757,34.25,10,0,0,0,71
OH4700511,23.220967924528303,23.220967924528303,0.0,0,0,0,0,2769
OH2958716,15.389547169811323,15.389547169811323,0.0,0,0,0,1,1035
OH7259315,68.69558490566038,29.395584905660378,100.0,62,6,2,0,94
OH7800512,45.41756981132076,19.842569811320757,71.25,28,2,1,0,7105
OH3501403,51.479,26.954,56.25,51,2,0,0,265
OH7951725,24.401320754716984,24.401320754716984,0.0,0,0,0,0,200
OH6789512,21.772271698113208,21.772271698113208,0.0,0,0,0,1,230
OH3740513,65.21789056603774,25.167890566037734,96.5,74,3,1,0,32
OH4647212,49.696247169811315,20.14624716981132,70.5,56,2,0,0,80
OH4652621,32.07124716981132,20.14624716981132,26.75,26,2,0,0,160
OH0100203,44.800492452830184,26.125492452830187,44.25,36,2,0,0,1978
OH6758112,30.24727169811321,21.772271698113208,16.75,23,1,0,1,105
OH8753214,33.549,24.624000000000002,16.75,26,1,0,0,737
OH0939312,43.254396226415096,23.829396226415096,46.75,36,2,0,0,100
OH8300912,39.87715849056604,9.502158490566039,67.75,67,4,0,1,3360
OH1559822,57.7892320754717,25.3142320754717,74.75,67,3,0,0,103
OH5739112,28.895788679245285,28.895788679245285,0.0,0,0,0,0,40
OH6783612,64.1472716981132,21.772271698113208,91.25,100,6,0,0,50
OH7774012,24.005294339622644,24.005294339622644,0.0,0,0,0,0,150
OH1560812,47.139232075471696,25.3142320754717,45.75,54,3,0,0,150
OH3102303,27.39165283018868,27.39165283018868,0.0,0,0,0,0,245
OH8542612,43.02454433962264,23.599544339622643,46.75,36,2,0,0,195
OH8557312,43.02454433962264,23.599544339622643,46.75,36,2,0,0,25
OH2400112,53.49416603773585,23.41916603773585,67.75,65,5,0,0,450
OH7400512,43.741611320754714,24.616611320754718,36.75,54,1,0,0,1592
OH0254212,71.62100000000001,32.846000000000004,87.25,84,3,1,0,1200
OH3840212,34.197045283018866,23.47204528301887,21.75,28,1,0,0,200
OH1039312,32.08022358490566,22.855223584905662,21.75,18,1,0,0,166
OH1253220,28.553577358490564,28.553577358490564,0.0,0,0,0,0,224
OH1637712,28.554905660377358,28.554905660377358,0.0,0,0,0,0,60
OH6753012,41.04727169811321,21.772271698113208,46.25,36,2,1,0,60
OH1202312,34.678577358490564,26.053577358490564,26.25,5,0,0,0,800
OH2845212,34.21741886792453,17.19241886792453,38.75,36,1,0,0,100
OH2873412,21.31741886792453,17.19241886792453,13.75,0,0,0,1,70
OH1043326,22.855223584905662,22.855223584905662,0.0,0,0,0,0,200
OH1043328,22.855223584905662,22.855223584905662,0.0,0,0,0,0,36
OH1136512,53.23086509433962,18.055865094339623,83.75,67,4,0,0,50
OH4651712,45.87124716981132,20.14624716981132,62.75,46,2,0,0,50
OH8562612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,132
OH3100512,36.366652830188684,20.39165283018868,39.25,28,1,0,0,6000
OH2838712,59.56741886792453,17.19241886792453,91.25,100,7,1,0,140
OH8639812,39.740272641509435,25.865272641509435,29.75,33,1,0,0,240
OH8539612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH7700018,24.005294339622644,24.005294339622644,0.0,0,0,0,1,100
OH8038612,16.9381858490566,16.9381858490566,0.0,0,0,0,1,75
OH2564012,28.17799245283019,28.17799245283019,0.0,0,0,0,0,120
OH1800003,20.48023396226415,20.48023396226415,0.0,0,0,0,0,13149
OH3846412,52.27204528301887,23.47204528301887,70.5,51,2,0,0,40
OH7703812,52.480294339622645,24.505294339622644,59.75,67,4,0,0,246
OH4642212,26.67124716981132,20.14624716981132,21.75,0,1,0,0,55
OH7645912,22.007864150943398,22.007864150943398,0.0,0,0,0,1,261
OH1500112,47.639232075471696,25.8142320754717,54.75,36,2,0,0,106
OH4900512,35.75199905660378,19.776999056603774,39.25,28,1,0,0,170
OH7938719,49.376320754716986,24.401320754716984,62.75,41,2,0,0,100
OH2843012,22.66741886792453,14.192418867924529,16.75,23,1,0,1,1298
OH5700203,28.770788679245285,22.395788679245285,13.75,15,0,0,0,5923
OH3335713,27.890673584905663,27.890673584905663,0.0,0,0,0,0,146
OH3335719,27.890673584905663,27.890673584905663,0.0,0,0,0,0,240
OH8030012,36.363185849056606,16.9381858490566,46.75,36,2,0,0,138
OH7664212,22.007864150943398,22.007864150943398,0.0,0,0,0,0,150
OH8503512,37.07454433962265,21.099544339622643,39.25,28,1,0,0,1232
OH7727612,35.480294339622645,24.005294339622644,38.25,0,1,1,0,25
OH3600614,34.76802641509434,18.04302641509434,41.75,28,1,0,0,6650
OH6778712,21.772271698113208,21.772271698113208,0.0,0,0,0,0,53
OH3700803,43.59289056603774,25.667890566037734,43.25,33,1,0,0,449
OH7676612,42.9828641509434,22.507864150943398,46.75,43,1,0,0,80
OH7796412,43.130294339622644,24.005294339622644,13.75,100,0,0,1,29
OH0433412,40.1155962264151,31.6405962264151,16.75,23,1,0,0,100
OH2802512,32.61741886792453,14.692418867924529,41.75,36,2,0,0,1800
OH5003012,53.59213962264151,27.56713962264151,55.75,62,4,0,0,239
OH8600812,34.990272641509435,26.365272641509435,26.25,5,0,0,0,50
OH8601112,33.490272641509435,26.365272641509435,21.25,5,0,0,0,50
OH3233412,27.708,27.708,0.0,0,0,0,0,100
OH3245612,27.708,27.708,0.0,0,0,0,0,51
OH7948212,29.276320754716984,24.401320754716984,13.75,5,0,0,0,200
OH2833412,30.767418867924526,14.192418867924529,46.25,18,1,1,0,640
OH2851912,40.96741886792453,17.19241886792453,54.75,49,3,0,0,400
OH7728912,51.45529433962265,24.005294339622644,63.5,56,2,1,0,91
OH6733312,47.64727169811321,21.772271698113208,61.75,49,2,0,0,200
OH8732112,39.249,27.624000000000002,33.75,10,0,0,0,33
OH8739512,27.624000000000002,27.624000000000002,0.0,0,0,0,0,105
OH8748112,27.624000000000002,27.624000000000002,0.0,0,0,0,0,25
OH8753212,32.499,27.624000000000002,13.75,5,0,0,0,64
OH0436212,44.315596226415096,31.6405962264151,26.75,31,2,0,0,60
OH6100011,41.16189056603774,25.18689056603774,39.25,28,1,0,0,3300
OH1534412,49.0892320754717,25.3142320754717,54.75,49,3,0,0,400
OH5031212,27.56713962264151,27.56713962264151,0.0,0,0,0,0,47
OH5038012,34.09213962264151,27.56713962264151,21.75,0,1,0,0,120
OH7942612,49.07632075471698,24.401320754716984,57.75,49,3,0,0,100
OH4549212,20.270678301886793,20.270678301886793,0.0,0,0,0,1,50
OH1032612,22.855223584905662,22.855223584905662,0.0,0,0,0,0,105
OH7700032,33.230294339622645,24.005294339622644,21.75,18,1,0,0,154
OH1600612,35.42990566037736,26.054905660377358,26.25,10,0,0,0,782
OH4938612,16.276999056603774,16.276999056603774,0.0,0,0,0,0,800
OH1251312,28.553577358490564,28.553577358490564,0.0,0,0,0,0,45
OH6203311,38.175,20.1,38.25,44,1,1,0,5000
OH7608012,29.332864150943397,22.507864150943398,11.25,23,1,0,0,81
OH8400112,43.42837452830189,19.803374528301887,54.75,48,1,0,0,1900
OH0233312,42.371,35.846000000000004,21.75,0,1,0,0,45
OH6332312,37.249,27.274,21.75,23,1,0,0,500
OH1201712,47.72857735849057,29.053577358490564,44.25,36,2,0,0,80
OH7950212,24.401320754716984,24.401320754716984,0.0,0,0,0,0,200
OH0400411,32.11559622641509,22.140596226415095,21.75,23,1,0,0,12538
OH8557112,35.97454433962264,23.599544339622643,29.75,23,1,0,0,30
OH1700211,58.26882264150943,13.268822641509434,100.0,100,5,4,0,10453
OH7500712,42.9619,20.3869,52.25,46,2,0,0,471
OH8531012,23.599544339622643,23.599544339622643,0.0,0,0,0,1,25
OH6801312,25.08564528301887,13.310645283018868,34.25,10,0,0,1,1385
OH7300212,21.1137,21.1137,0.0,0,0,0,0,13820
OH2844112,17.19241886792453,17.19241886792453,0.0,0,0,0,0,130
OH2849212,25.667418867924532,17.19241886792453,16.75,23,1,0,0,130
OH3845612,37.79704528301887,23.47204528301887,29.75,36,1,0,0,30
OH1250312,55.028577358490566,28.553577358490564,62.75,51,2,0,0,85
OH5133112,38.62956037735849,29.40456037735849,21.75,18,1,0,0,193
OH6701612,52.87227169811321,19.272271698113208,80.0,64,3,1,0,1406
OH2564412,35.002992452830185,28.17799245283019,13.75,18,0,0,0,45
OH8841612,18.122269811320756,18.122269811320756,0.0,0,0,0,0,82
OH4244412,53.534577358490566,21.209577358490566,67.75,80,5,0,0,200
OH6600912,22.030728301886793,22.030728301886793,0.0,0,0,0,0,4433
OH1533512,42.0392320754717,25.3142320754717,37.75,36,2,0,0,50
OH4902012,15.401999056603774,12.776999056603774,6.25,5,0,0,1,4488
OH7607412,37.9828641509434,22.007864150943398,39.25,28,1,0,0,50
OH3300912,25.390673584905663,25.390673584905663,0.0,0,0,0,0,603
OH1503512,38.639232075471696,25.8142320754717,31.25,23,1,0,0,46
OH5143612,48.82956037735849,29.40456037735849,46.75,36,2,0,0,75
OH7731412,33.980294339622645,24.005294339622644,21.75,23,1,0,0,226
OH7751122,33.980294339622645,24.005294339622644,21.75,23,1,0,0,40
OH0438912,53.4655962264151,31.6405962264151,54.75,36,2,0,0,203
OH5201412,12.896037735849056,12.896037735849056,0.0,0,0,0,1,2296
OH7248512,53.62058490566038,29.395584905660378,62.75,36,2,0,0,200
OH7675712,36.7828641509434,22.007864150943398,37.75,23,2,0,0,70
OH7948512,37.82632075471699,24.401320754716984,26.75,36,2,0,0,150
OH1301212,32.24737735849057,15.522377358490566,39.25,33,1,0,0,2698
OH1638915,28.554905660377358,28.554905660377358,0.0,0,0,0,0,50
OH6238012,26.6,26.6,0.0,0,0,0,0,60
OH1501512,31.4392320754717,22.8142320754717,26.25,5,0,0,0,2821
OH5136312,52.72956037735849,29.40456037735849,50.75,54,3,0,0,78
OH7901212,41.32632075471699,21.901320754716984,44.25,41,2,0,0,2610
OH1556112,44.739232075471705,25.3142320754717,46.75,36,2,0,0,116
OH3001103,32.69129339622641,24.066293396226413,26.25,5,0,0,0,3225
OH3531112,32.979,26.454,21.75,0,1,0,0,120
OH3532012,26.454,26.454,0.0,0,0,0,0,30
OH4630612,20.14624716981132,20.14624716981132,0.0,0,0,0,0,63
OH0901412,35.129396226415096,24.329396226415096,19.5,33,1,0,0,166
OH6785612,38.79727169811321,21.772271698113208,38.75,36,1,0,0,150
OH6788112,21.772271698113208,21.772271698113208,0.0,0,0,0,0,80
OH7758412,42.68029433962265,24.005294339622644,46.75,31,2,0,0,25
OH6541612,64.33539999999999,19.3354,100.0,100,22,0,0,750
OH7500912,29.0119,20.3869,26.25,5,0,0,0,87
OH2430612,36.344166037735846,22.91916603773585,26.75,36,2,0,0,53
OH7300111,41.7387,21.1137,48.25,41,2,0,0,40475
OH7936512,34.376320754716986,24.401320754716984,21.75,23,1,0,0,133
OH4557512,20.270678301886793,20.270678301886793,0.0,0,0,0,1,120
OH4341612,18.0877320754717,18.0877320754717,0.0,0,0,0,0,220
OH0500303,43.9097358490566,24.034735849056606,49.75,33,1,0,0,3276
OH7751312,37.58029433962264,24.005294339622644,29.75,31,2,0,0,50
OH7300903,40.6887,24.1137,38.75,33,1,0,0,6458
OH7441012,59.89161132075472,27.116611320754718,70.75,77,3,0,0,130
OH3001011,40.041293396226415,24.066293396226413,39.25,28,1,0,0,750
OH1039412,32.98022358490566,22.855223584905662,28.75,10,0,0,0,134
OH1039512,32.98022358490566,22.855223584905662,28.75,10,0,0,0,90
OH1043316,34.93022358490566,22.855223584905662,28.75,23,0,0,0,88
OH1205112,40.47857735849056,28.553577358490564,21.75,36,1,0,0,194
OH1253112,35.07857735849056,28.553577358490564,21.75,0,1,0,0,34
OH4838212,60.635000000000005,38.06,54.75,41,2,0,0,165
