pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH6785912,43.597271698113204,21.772271698113208,49.75,46,2,0,0,100
OH7951412,69.40132075471698,24.401320754716984,100.0,100,7,0,0,100
OH1632212,28.554905660377358,28.554905660377358,0.0,0,0,0,0,120
OH4801411,47.835,28.560000000000002,46.25,36,2,1,0,360000
OH5750629,28.895788679245285,28.895788679245285,0.0,0,0,0,1,46
OH7738812,52.58029433962264,24.005294339622644,64.25,62,4,1,0,100
OH6045817,60.15671226415094,26.481712264150943,73.75,77,4,0,0,480
OH6704212,37.64727169811321,22.272271698113208,28.25,46,2,0,0,250
OH7084819,32.25741132075472,25.732411320754718,21.75,0,1,0,0,75
OH1241812,38.528577358490566,28.553577358490564,21.75,23,1,0,1,181
OH4644012,20.14624716981132,20.14624716981132,0.0,0,0,0,1,140
OH0439112,62.1655962264151,31.6405962264151,70.75,62,4,0,0,100
OH7501112,38.3119,20.3869,43.25,33,1,0,0,290
OH5400312,44.721,25.445999999999998,37.25,54,3,0,0,103
OH4400711,49.74534339622642,13.370343396226417,76.75,89,3,0,1,11129
OH6201212,46.525000000000006,27.1,46.75,36,2,0,1,82
OH0801112,42.50213207547169,20.077132075471695,47.75,54,4,0,0,1780
OH3101212,25.51665283018868,19.89165283018868,13.75,10,0,0,1,3486
OH5743512,52.44578867924528,28.895788679245285,59.5,38,1,1,0,100
OH2545512,28.17799245283019,28.17799245283019,0.0,0,0,0,1,160
OH2565912,28.17799245283019,28.17799245283019,0.0,0,0,0,1,40
OH2936312,48.31454716981132,18.389547169811323,67.75,64,4,0,0,50
OH3849612,46.49704528301886,23.47204528301887,49.75,54,3,0,0,109
OH8701112,28.124000000000002,28.124000000000002,0.0,0,0,0,1,40
OH3400912,63.444215094339626,24.069215094339626,84.75,93,6,0,0,650
OH6750712,21.772271698113208,21.772271698113208,0.0,0,0,0,1,175
OH7796712,43.58029433962264,24.005294339622644,57.75,15,1,0,0,132
OH3332012,61.56567358490566,27.890673584905663,78.75,67,4,0,0,46
OH5055016,53.7421396226415,27.56713962264151,62.75,49,3,0,0,34
OH6202411,39.775000000000006,24.1,38.25,28,1,1,0,865
OH8301112,40.37715849056604,13.002158490566039,74.75,33,4,0,1,1541
OH2840012,62.19241886792453,17.19241886792453,100.0,100,24,1,1,40
OH1239612,28.553577358490564,28.553577358490564,0.0,0,0,0,1,58
OH6232012,51.275,26.6,57.75,49,4,0,0,115
OH8532912,47.07454433962264,23.599544339622643,62.75,31,3,0,0,130
OH8537912,38.374544339622645,23.599544339622643,37.75,23,2,0,0,220
OH1531112,37.6892320754717,25.3142320754717,29.75,23,2,0,0,46
OH7837012,45.767569811320755,26.342569811320757,46.75,36,2,0,0,31
OH3843312,55.49704528301886,23.47204528301887,79.75,54,4,0,0,113
OH1301012,38.147377358490566,11.522377358490566,55.25,67,5,0,0,6700
OH6503012,26.6604,19.8354,11.25,23,1,0,1,1038
OH6800912,53.88564528301886,13.310645283018868,91.75,87,4,0,1,1681
OH8753216,27.624000000000002,27.624000000000002,0.0,0,0,0,1,130
OH3700512,45.99289056603773,22.667890566037734,52.25,51,2,0,1,586
OH8540712,62.149544339622636,23.599544339622643,97.5,62,4,2,1,453
OH1558912,38.739232075471705,25.3142320754717,26.75,36,2,0,0,208
OH1203412,54.028577358490566,26.053577358490564,63.75,59,3,0,0,538
OH8503112,66.99954433962264,24.099544339622643,100.0,86,7,0,0,169
OH1240012,35.07857735849056,28.553577358490564,21.75,0,1,0,0,40
OH1245812,64.47857735849055,28.553577358490564,87.75,64,4,0,0,50
OH4631112,58.77124716981132,20.14624716981132,84.75,88,5,0,0,80
OH2000903,72.05799999999999,27.058,100.0,100,6,6,0,2372
OH1201512,56.278577358490566,29.053577358490564,61.25,59,3,0,0,120
OH7136515,27.032871698113212,27.032871698113212,0.0,0,0,0,1,25
OH1841012,43.70523396226415,26.98023396226415,41.75,28,1,0,0,2716
OH1938712,33.41757169811321,22.092571698113208,37.75,0,2,0,1,52
OH6945112,29.579,24.704,13.75,5,0,0,0,50
OH4652619,57.42124716981132,20.14624716981132,86.75,75,5,0,0,50
OH5441212,67.846,24.945999999999998,100.0,86,6,0,0,25
OH7700028,49.730294339622645,24.005294339622644,62.75,46,2,0,0,100
OH7449412,36.56661132075472,27.116611320754718,22.5,18,0,0,1,75
OH2600311,64.17,19.17,100.0,100,5,4,0,3518
OH5703715,46.57078867924528,26.395788679245285,46.75,41,2,0,1,1500
OH3801512,36.947045283018866,20.97204528301887,39.25,28,1,0,1,1270
OH2503903,28.67799245283019,28.67799245283019,0.0,0,0,0,1,275
OH7931522,56.126320754716986,24.401320754716984,74.75,62,4,0,0,25
OH7941112,33.32632075471698,24.401320754716984,29.75,0,2,0,0,40
OH0735022,66.44760849056604,23.247608490566037,100.0,88,5,2,0,25
OH3300712,41.96567358490566,25.390673584905663,34.75,41,2,0,1,710
OH5033012,46.99213962264151,27.56713962264151,46.75,36,2,0,0,200
OH2900112,18.389547169811323,18.389547169811323,0.0,0,0,0,1,115
OH7762412,53.03029433962264,24.005294339622644,70.75,52,4,0,0,50
OH5600812,35.14616603773585,19.17116603773585,39.25,28,1,0,1,4334
OH4846212,52.835,38.06,37.75,23,2,0,0,135
OH6258112,26.6,26.6,0.0,0,0,0,1,300
OH4642312,39.57124716981132,20.14624716981132,46.75,36,2,0,0,341
OH7401312,72.61661132075471,27.616611320754718,100.0,100,6,0,0,75
OH1246512,38.528577358490566,28.553577358490564,21.75,23,1,0,1,162
OH1546412,25.3142320754717,25.3142320754717,0.0,0,0,0,0,50
OH4833012,46.535000000000004,38.06,16.75,23,1,0,0,71
OH4833112,46.535000000000004,38.06,16.75,23,1,0,0,62
OH4838312,46.535000000000004,38.06,16.75,23,1,0,0,205
OH4844912,46.535000000000004,38.06,16.75,23,1,0,0,150
OH4846319,46.535000000000004,38.06,16.75,23,1,0,0,150
OH1000012,45.630223584905664,20.355223584905662,57.25,54,3,0,1,3055
OH6037912,32.50671226415094,25.981712264150943,21.75,0,1,0,0,90
OH4555512,30.24567830188679,20.270678301886793,21.75,23,1,0,0,28
OH6300212,53.049,27.774,59.75,49,4,0,0,48
OH2330212,19.059554716981133,19.059554716981133,0.0,0,0,0,0,30
OH8558812,32.52454433962264,23.599544339622643,29.75,0,2,0,1,100
OH7677614,22.007864150943398,22.007864150943398,0.0,0,0,0,0,150
OH4340812,63.0877320754717,18.0877320754717,100.0,100,7,0,0,200
OH4100512,68.44107641509434,23.44107641509434,100.0,100,8,0,0,665
OH6502412,59.6604,22.8354,72.75,100,4,0,0,80
OH7701612,17.505294339622644,17.505294339622644,0.0,0,0,0,1,8385
OH4553612,56.8706783018868,20.270678301886793,83.5,77,2,0,1,368
OH8749012,72.624,27.624000000000002,100.0,100,8,0,0,61
OH4102411,26.341076415094342,16.44107641509434,22.5,21,0,0,1,17000
OH7721212,69.00529433962265,24.005294339622644,100.0,100,20,0,0,200
OH7724712,59.33029433962264,24.005294339622644,71.75,92,3,0,0,200
OH7768512,67.13029433962265,24.005294339622644,95.75,96,5,0,0,100
OH7901512,41.47632075471698,21.901320754716984,44.75,41,1,0,0,1056
OH6300411,41.623999999999995,20.774,56.5,26,2,2,1,3605
OH7258912,48.07058490566038,29.395584905660378,46.75,31,2,0,0,120
OH3740515,70.16789056603773,25.167890566037734,100.0,100,6,0,0,50
OH7039312,48.75741132075471,25.732411320754718,54.75,44,3,0,0,70
OH4602412,40.821247169811315,17.64624716981132,51.75,51,2,0,1,1800
OH4100803,55.01607641509434,23.44107641509434,67.75,75,5,0,0,3028
OH4136412,25.94107641509434,25.94107641509434,0.0,0,0,0,1,200
OH5750615,25.895788679245285,25.895788679245285,0.0,0,0,0,1,1850
OH5750627,25.895788679245285,25.895788679245285,0.0,0,0,0,1,596
OH5750628,25.895788679245285,25.895788679245285,0.0,0,0,0,1,702
OH8633612,25.865272641509435,25.865272641509435,0.0,0,0,0,1,55
OH8639512,25.865272641509435,25.865272641509435,0.0,0,0,0,1,81
OH3000603,20.066293396226413,20.066293396226413,0.0,0,0,0,1,8891
OH6745712,44.79727169811321,21.772271698113208,54.75,44,3,0,0,85
OH7802912,42.21756981132076,26.842569811320757,34.75,33,2,0,0,332
OH7037812,25.732411320754718,25.732411320754718,0.0,0,0,0,1,398
OH3740512,44.34289056603773,25.667890566037734,37.75,49,3,0,1,361
OH5136012,62.62956037735849,29.40456037735849,67.75,86,5,0,0,100
OH2549412,39.20299245283019,28.17799245283019,18.75,36,1,0,1,40
OH3731012,25.167890566037734,25.167890566037734,0.0,0,0,0,0,60
OH4551112,20.270678301886793,20.270678301886793,0.0,0,0,0,1,103
OH7841312,26.342569811320757,26.342569811320757,0.0,0,0,0,0,228
OH6002112,32.10671226415094,23.481712264150943,26.25,5,0,0,0,1852
OH0243112,54.67100000000001,35.846000000000004,49.75,26,3,0,0,65
OH2637812,64.42,23.17,100.0,75,5,3,0,1250
OH4836612,38.06,38.06,0.0,0,0,0,0,200
OH7650132,35.8828641509434,22.007864150943398,29.75,33,1,0,0,355
OH5735912,38.87078867924529,28.895788679245285,21.75,23,1,0,0,40
OH6780612,21.772271698113208,21.772271698113208,0.0,0,0,0,0,25
OH0345512,40.71947547169812,21.294475471698114,46.75,36,2,0,1,320
OH5434112,40.245999999999995,24.945999999999998,39.5,23,1,1,0,107
OH1555012,25.3142320754717,25.3142320754717,0.0,0,0,0,1,85
OH7701012,36.48029433962264,14.505294339622642,52.75,41,2,0,1,51114
OH6901303,61.803999999999995,22.204,98.5,67,4,3,0,1001
OH2565512,53.30299245283019,28.17799245283019,33.75,100,0,0,1,311
OH8557412,68.59954433962264,23.599544339622643,100.0,100,6,1,0,450
OH8402903,67.80337452830189,22.803374528301887,100.0,100,8,0,0,446
OH8703112,48.149,25.124000000000002,53.75,46,2,0,0,941
OH2302903,51.58455471698113,16.559554716981133,67.75,98,6,0,0,604
OH4646712,30.12124716981132,20.14624716981132,21.75,23,1,0,0,30
OH4647612,39.57124716981132,20.14624716981132,46.75,36,2,0,0,30
OH5702712,29.395788679245285,29.395788679245285,0.0,0,0,0,0,400
OH5052512,27.56713962264151,27.56713962264151,0.0,0,0,0,1,105
OH7530412,33.3119,19.8869,26.75,36,2,0,0,36
OH1032112,42.28022358490566,22.855223584905662,46.75,36,2,0,0,35
OH2566512,49.45299245283019,25.67799245283019,54.75,49,3,0,0,1317
OH6800311,16.310645283018868,16.310645283018868,0.0,0,0,0,1,387
OH7036812,35.707411320754716,25.732411320754718,21.75,23,1,0,0,30
OH0637916,43.943663207547175,23.618663207547172,45.75,44,3,0,0,25
OH1950312,49.0175716981132,22.092571698113208,62.75,54,3,0,0,150
OH0600612,25.743663207547172,17.118663207547172,26.25,5,0,0,1,9356
OH2031412,29.558,29.558,0.0,0,0,0,0,80
OH5142912,50.62956037735849,29.40456037735849,42.75,56,1,0,0,45
OH0439212,62.1655962264151,31.6405962264151,70.75,62,4,0,0,50
OH5702112,54.670788679245284,29.395788679245285,63.75,41,3,0,0,490
OH8500112,63.774544339622636,21.099544339622643,92.25,100,5,1,0,1190
OH4945212,61.27699905660377,16.276999056603774,100.0,100,9,0,0,683
OH5532212,61.811264150943394,16.811264150943394,100.0,100,11,0,0,200
OH7238212,29.395584905660378,29.395584905660378,0.0,0,0,0,0,200
OH2001003,60.808,30.058,85.5,34,3,3,0,483
OH4632412,20.14624716981132,20.14624716981132,0.0,0,0,0,1,40
OH7951714,24.401320754716984,24.401320754716984,0.0,0,0,0,1,52
OH4600812,33.47124716981132,20.64624716981132,31.25,23,1,0,1,67
OH0242712,42.371,35.846000000000004,21.75,0,1,0,0,85
OH0437112,50.315596226415096,31.6405962264151,37.75,49,2,0,0,100
OH0442312,45.5155962264151,31.6405962264151,29.75,33,1,0,0,244
OH7256412,48.07058490566038,29.395584905660378,46.75,31,2,0,0,110
OH4839112,38.06,38.06,0.0,0,0,0,0,152
OH4840512,48.71,38.06,30.5,10,0,0,0,50
OH4843612,51.185,38.06,29.75,28,1,0,0,100
OH5247212,32.87103773584906,15.396037735849056,46.75,23,2,0,0,50
OH8400012,32.52837452830189,15.803374528301887,39.25,33,1,0,1,6441
OH6753912,21.772271698113208,21.772271698113208,0.0,0,0,0,1,150
OH3739812,44.06789056603773,25.167890566037734,47.5,31,2,1,0,114
OH6242112,37.325,26.6,21.75,28,1,0,0,50
OH7776612,43.730294339622645,24.005294339622644,46.75,38,1,0,1,105
OH7802112,46.867569811320756,26.842569811320757,37.25,59,3,0,0,213
OH1542812,70.3142320754717,25.3142320754717,100.0,100,10,0,0,87
OH2700316,54.729954716981126,24.804954716981133,72.75,54,4,0,0,830
OH4101103,42.16607641509434,16.44107641509434,67.75,36,4,0,0,13983
OH6500012,50.7104,15.8354,69.75,93,6,0,0,4298
OH7757012,24.005294339622644,24.005294339622644,0.0,0,0,0,1,35
OH1239712,28.553577358490564,28.553577358490564,0.0,0,0,0,0,62
OH0200811,42.396,26.346,39.5,28,1,1,1,65619
OH6200412,26.6,26.6,0.0,0,0,0,1,102
OH0632912,23.618663207547172,23.618663207547172,0.0,0,0,0,1,95
OH7302403,52.1887,31.1137,49.75,41,2,0,0,34
OH8541812,23.599544339622643,23.599544339622643,0.0,0,0,0,1,50
OH8553612,23.599544339622643,23.599544339622643,0.0,0,0,0,1,175
OH8559212,23.599544339622643,23.599544339622643,0.0,0,0,0,1,40
OH8563312,30.12454433962264,23.599544339622643,21.75,0,1,0,0,63
OH6035612,45.40671226415094,25.981712264150943,46.75,36,2,0,0,30
OH6503312,29.6604,22.8354,11.25,23,1,0,0,170
OH7671012,59.807864150943395,22.007864150943398,93.5,65,4,3,0,75
OH5836716,35.17058490566038,25.94558490566038,21.75,18,1,0,1,150
OH0200503,37.821,29.346,16.75,23,1,0,0,4109
OH3830712,28.34704528301887,23.47204528301887,13.75,5,0,0,1,40
OH3842212,23.47204528301887,23.47204528301887,0.0,0,0,0,1,165
OH3848712,23.47204528301887,23.47204528301887,0.0,0,0,0,1,150
OH7708012,31.330294339622643,24.505294339622644,11.25,23,1,0,1,136
OH3139612,36.86665283018868,26.89165283018868,21.75,23,1,0,0,270
OH5800912,32.07058490566038,23.44558490566038,26.25,5,0,0,1,503
OH8402503,64.80337452830189,19.803374528301887,100.0,100,8,0,0,2189
OH0438012,62.7655962264151,31.6405962264151,77.25,53,2,0,0,100
OH7449718,48.19161132075472,27.116611320754718,45.75,49,3,0,0,25
OH8200212,40.543950943396226,19.918950943396226,48.25,41,2,0,0,1920
OH7634612,43.082864150943394,22.007864150943398,54.75,31,2,0,0,200
OH2833712,58.81741886792453,17.19241886792453,90.75,96,6,0,0,25
OH2874512,48.61741886792453,17.19241886792453,70.75,68,4,0,0,30
OH1039612,32.98022358490566,22.855223584905662,28.75,10,0,0,0,100
OH2600603,23.17,23.17,0.0,0,0,0,1,562
OH1942712,22.092571698113208,22.092571698113208,0.0,0,0,0,0,217
OH5551212,61.811264150943394,16.811264150943394,100.0,100,8,0,1,50
OH7638312,51.7828641509434,22.007864150943398,70.75,57,4,0,0,206
OH2845112,62.19241886792453,17.19241886792453,100.0,100,13,0,0,50
OH1035612,37.78022358490566,22.855223584905662,38.25,23,1,1,1,150
OH5054212,40.59213962264151,20.56713962264151,37.25,59,3,0,0,3728
OH5546012,61.811264150943394,16.811264150943394,100.0,100,6,0,0,40
OH1039112,22.855223584905662,22.855223584905662,0.0,0,0,0,1,125
OH5100212,29.90456037735849,29.90456037735849,0.0,0,0,0,0,230
OH0400012,51.715596226415094,29.140596226415095,52.25,46,2,0,0,1019
OH6757112,38.49727169811321,21.772271698113208,37.75,36,2,0,0,51
OH1637012,37.02990566037736,28.554905660377358,16.75,23,1,0,1,50
OH5440312,24.945999999999998,24.945999999999998,0.0,0,0,0,1,32
OH1532412,44.5892320754717,25.3142320754717,46.25,36,2,1,0,41
OH1551212,54.7892320754717,25.3142320754717,67.25,62,4,1,0,202
OH1559112,35.2892320754717,25.3142320754717,21.75,23,1,0,0,100
OH8503412,42.17454433962264,21.099544339622643,49.75,41,2,0,0,1514
OH2557212,37.40299245283019,28.17799245283019,21.75,18,1,0,1,200
OH4652615,20.14624716981132,20.14624716981132,0.0,0,0,0,0,50
OH5055021,27.56713962264151,27.56713962264151,0.0,0,0,0,1,100
OH0500703,24.034735849056606,24.034735849056606,0.0,0,0,0,1,1659
OH8750912,43.599000000000004,27.624000000000002,37.75,31,2,0,0,87
OH1300116,43.94737735849056,15.522377358490566,62.75,64,3,0,1,2620
OH1200412,29.053577358490564,29.053577358490564,0.0,0,0,0,1,430
OH1202612,29.053577358490564,29.053577358490564,0.0,0,0,0,1,225
OH7854312,42.91756981132076,26.342569811320757,37.25,36,2,0,0,162
OH8504311,57.024544339622636,21.099544339622643,69.75,100,4,0,0,1410
OH4801503,45.285000000000004,31.560000000000002,34.25,23,0,0,0,6500
OH8636212,62.240272641509435,25.865272641509435,83.75,75,4,0,0,208
OH0252212,36.346000000000004,36.346000000000004,0.0,0,0,0,0,462
OH3800312,50.972045283018865,23.97204528301887,72.0,36,3,1,0,280
OH5440412,45.571,24.945999999999998,46.75,44,2,0,0,175
OH7602712,44.6328641509434,19.507864150943398,56.75,54,5,0,1,563
OH6537312,25.7104,22.3354,8.75,5,0,0,0,240
OH7000012,23.232411320754718,23.232411320754718,0.0,0,0,0,0,1918
OH6502812,39.5604,22.8354,41.75,28,1,0,0,118
OH6333412,37.024,27.274,22.5,20,0,0,0,160
OH6431912,35.58740377358491,22.762403773584907,24.75,36,1,0,0,70
OH7045012,43.35741132075472,25.732411320754718,37.75,42,2,0,0,213
OH8560012,23.599544339622643,23.599544339622643,0.0,0,0,0,1,100
OH8402803,64.80337452830189,19.803374528301887,100.0,100,8,0,0,1520
OH4500612,22.395678301886793,13.770678301886793,26.25,5,0,0,1,5946
OH5331212,63.85558490566038,26.73058490566038,79.75,88,6,0,0,50
OH1432112,18.157075471698114,18.157075471698114,0.0,0,0,0,1,600
OH0201112,42.371,35.846000000000004,21.75,0,1,0,0,76
OH0254912,35.846000000000004,35.846000000000004,0.0,0,0,0,0,55
OH0801511,37.5521320754717,20.077132075471695,46.75,23,2,0,0,952
OH4937012,39.90199905660377,19.276999056603774,46.75,44,2,0,0,150
OH6742412,60.697271698113205,21.772271698113208,80.75,98,6,0,0,60
OH5750626,21.895788679245285,21.895788679245285,0.0,0,0,0,1,3946
OH2569712,34.70299245283019,28.17799245283019,21.75,0,1,0,0,81
OH8501912,27.924544339622642,21.099544339622643,11.25,23,1,0,0,756
OH1632112,28.554905660377358,28.554905660377358,0.0,0,0,0,0,50
OH5438412,55.020999999999994,24.945999999999998,70.75,59,3,0,0,184
OH6784012,25.897271698113208,21.772271698113208,13.75,0,0,0,1,48
OH6789722,21.772271698113208,21.772271698113208,0.0,0,0,0,1,425
OH7799950,36.380294339622644,24.005294339622644,29.75,23,2,0,0,59
OH0902012,44.40439622641509,14.329396226415096,70.75,59,3,0,0,15600
OH1700011,13.268822641509434,13.268822641509434,0.0,0,0,0,1,12570
OH2556112,28.17799245283019,28.17799245283019,0.0,0,0,0,1,80
OH6242212,29.975,26.6,8.75,5,0,0,0,30
OH8137312,49.32299999999999,25.398,49.75,60,3,0,0,217
OH6784712,58.52227169811321,21.772271698113208,83.5,78,4,0,0,75
OH3430612,50.944215094339626,26.569215094339626,53.25,56,2,0,0,100
OH6602412,43.10572830188679,19.030728301886793,59.75,41,3,0,0,15487
OH8830712,63.122269811320756,18.122269811320756,100.0,100,8,0,0,126
OH1801003,57.305233962264154,20.48023396226415,73.75,98,6,0,0,50942
OH8345615,6.002158490566038,6.002158490566038,0.0,0,0,0,0,31753
OH1638412,53.82990566037736,28.554905660377358,62.75,43,2,0,0,38
OH2340812,25.58455471698113,19.059554716981133,21.75,0,1,0,1,112
OH6801212,35.73564528301887,16.310645283018868,44.25,41,2,0,0,492
OH2633312,25.67,25.67,0.0,0,0,0,0,63
OH2343112,45.23455471698113,19.059554716981133,62.75,49,3,0,0,25
OH0338412,21.294475471698114,21.294475471698114,0.0,0,0,0,1,93
OH4244712,66.20957735849056,21.209577358490566,100.0,100,8,8,0,33
OH6100103,48.06189056603774,25.18689056603774,51.75,49,3,0,0,2670
OH4102512,26.44107641509434,26.44107641509434,0.0,0,0,0,1,320
OH4637612,64.09624716981132,20.14624716981132,100.0,93,6,1,0,50
OH3245512,50.507999999999996,27.708,59.5,33,1,1,0,50
OH3331312,52.115673584905664,27.890673584905663,62.75,36,2,0,0,155
OH5700612,45.97078867924529,29.395788679245285,32.25,46,2,0,0,211
OH1544412,25.3142320754717,25.3142320754717,0.0,0,0,0,1,50
OH7777512,24.755294339622644,24.005294339622644,0.0,5,0,0,1,25
OH1249812,35.07857735849056,28.553577358490564,21.75,0,1,0,0,35
OH8547712,23.599544339622643,23.599544339622643,0.0,0,0,0,1,85
OH7773412,24.005294339622644,24.005294339622644,0.0,0,0,0,0,147
OH0439812,31.6405962264151,31.6405962264151,0.0,0,0,0,0,300
OH1554812,22.3142320754717,22.3142320754717,0.0,0,0,0,1,850
OH1563812,35.2892320754717,25.3142320754717,21.75,23,1,0,0,100
OH1566515,42.7892320754717,25.3142320754717,46.75,23,2,0,0,80
OH5735712,28.895788679245285,28.895788679245285,0.0,0,0,0,0,160
OH3842112,23.47204528301887,23.47204528301887,0.0,0,0,0,1,136
OH7332513,55.6387,31.1137,54.75,54,3,0,0,132
OH1950621,41.36757169811321,22.092571698113208,46.25,36,2,1,0,77
OH5830312,65.54558490566038,25.94558490566038,91.5,81,2,0,0,25
OH0939921,20.829396226415096,20.829396226415096,0.0,0,0,0,1,950
OH3734512,53.892890566037735,25.167890566037734,71.25,49,3,1,0,100
OH7447312,31.991611320754718,27.116611320754718,13.75,5,0,0,0,75
OH7940512,24.401320754716984,24.401320754716984,0.0,0,0,0,0,45
OH4800911,28.560000000000002,28.560000000000002,0.0,0,0,0,0,19950
OH7677646,47.432864150943395,22.007864150943398,62.75,44,3,0,0,268
OH7942912,45.47632075471698,24.401320754716984,45.75,49,3,0,0,200
OH2832012,62.19241886792453,17.19241886792453,100.0,100,7,0,0,50
OH2838212,48.69241886792453,17.19241886792453,79.5,51,2,0,0,200
OH7449715,27.116611320754718,27.116611320754718,0.0,0,0,0,1,100
OH1042012,46.405223584905656,22.855223584905662,55.5,46,2,1,0,50
OH2001103,65.158,30.058,93.5,47,4,3,0,500
OH7704503,27.33029433962264,14.505294339622642,31.25,23,1,0,1,35437
OH2861612,59.94241886792453,17.19241886792453,100.0,85,5,2,0,300
OH3849812,20.47204528301887,20.47204528301887,0.0,0,0,0,1,600
OH6300012,44.649,24.774,47.25,38,1,0,0,1741
